KSSS,MAPE_ML,MAPE_weights,MAPE_cur,Способ прогноза,Детали прогноза
133318,6.408,147.66,30.825,МЛ,HoltWinters
133319,6.323,9.58,13.841,МЛ,SARIMAX
133320,17.767,34.18,25.384,МЛ,RandomForest
133321,7.784,16.07,17.008,МЛ,RandomForest
133322,7.526,14.82,17.032,МЛ,HoltWinters
133324,16.76,21.86,24.329,МЛ,SARIMAX
133325,19.805,14.0,,веса,"(0.00, 0.30, 0.70)"
133327,11.55,17.94,17.82,МЛ,RandomForest
133328,8.468,18.82,43.575,МЛ,RandomForest
133330,12.482,27.09,,МЛ,SARIMAX
133331,7.907,14.27,19.625,МЛ,SARIMAX
133332,12.856,10.28,10.948,веса,"(0.22, 0.09, 0.69)"
133333,13.717,11.26,,веса,"(0.16, 0.00, 0.84)"
133334,5.331,9.62,9.131,МЛ,RandomForest
133335,10.31,14.51,14.524,МЛ,HoltWinters
133336,8.43,15.04,17.668,МЛ,RandomForest
133337,20.859,16.95,19.193,веса,"(0.37, 0.14, 0.49)"
133338,4.897,10.65,12.316,МЛ,RandomForest
133340,10.123,21.77,10.749,МЛ,HoltWinters
133341,11.814,12.85,13.614,МЛ,HoltWinters
133342,5.712,8.75,10.966,МЛ,RandomForest
133343,11.988,15.19,16.032,МЛ,HoltWinters
133344,11.813,28.94,30.057,МЛ,RandomForest
133345,9.159,15.08,14.486,МЛ,RandomForest
133346,12.42,14.27,14.691,МЛ,RandomForest
133348,11.533,14.42,13.495,МЛ,RandomForest
133349,14.802,13.89,17.44,веса,"(0.08, 0.26, 0.66)"
133350,5.04,12.31,12.231,МЛ,SARIMAX
133351,9.493,17.06,15.882,МЛ,RandomForest
133352,5.607,12.9,11.303,МЛ,HoltWinters
133353,15.851,17.08,15.367,старая,старая
133354,6.956,9.21,9.879,МЛ,RandomForest
133355,9.062,17.49,,МЛ,HoltWinters
133356,8.418,8.24,,веса,"(0.03, 0.06, 0.91)"
133357,11.463,11.32,12.282,веса,"(0.23, 0.16, 0.61)"
133358,7.534,11.29,13.288,МЛ,SARIMAX
133359,6.242,11.04,12.803,МЛ,HoltWinters
133361,126.883,68.91,117.85,веса,"(1.00, 0.00, 0.00)"
133363,8.097,48.07,82.963,МЛ,SARIMAX
133364,10.75,38.29,64.182,МЛ,RandomForest
133365,8.655,11.17,13.277,МЛ,RandomForest
133367,6.396,9.43,11.807,МЛ,RandomForest
133368,8.405,16.09,22.351,МЛ,RandomForest
133370,17.678,13.46,13.73,веса,"(0.51, 0.08, 0.41)"
133371,401.399,76.87,,веса,"(0.00, 0.01, 0.99)"
133372,6.205,8.85,9.401,МЛ,SARIMAX
133376,15.411,9.82,10.288,веса,"(0.36, 0.18, 0.46)"
133377,10.637,13.31,15.403,МЛ,SARIMAX
133378,11.991,15.14,13.246,МЛ,SARIMAX
133379,11.165,11.97,9.673,старая,старая
133380,36.358,27.27,24.116,старая,старая
133381,12.097,10.98,,веса,"(0.12, 0.23, 0.65)"
133383,9.01,12.2,12.699,МЛ,SARIMAX
133386,6.529,7.8,10.274,МЛ,HoltWinters
133387,64.44,52.91,63.889,веса,"(0.00, 0.21, 0.79)"
133388,9.987,48.43,75.456,МЛ,SARIMAX
133393,10.508,8.65,11.706,веса,"(0.04, 0.13, 0.83)"
133394,19.405,12.19,14.476,веса,"(0.19, 0.40, 0.41)"
133396,6.872,8.26,10.943,МЛ,RandomForest
133397,6.936,9.07,9.333,МЛ,RandomForest
133399,17.063,14.07,16.578,веса,"(0.00, 0.18, 0.82)"
133400,8.141,10.12,10.484,МЛ,HoltWinters
133401,7.411,13.71,14.481,МЛ,RandomForest
133402,7.48,17.29,17.722,МЛ,HoltWinters
133405,7.196,8.29,9.558,МЛ,RandomForest
133406,9.228,14.23,26.396,МЛ,RandomForest
133407,6.268,7.92,10.868,МЛ,RandomForest
133408,9.226,10.03,,МЛ,SARIMAX
133410,11.494,13.25,14.414,МЛ,RandomForest
133411,19.497,10.01,10.92,веса,"(0.19, 0.03, 0.78)"
133425,7.363,8.96,11.12,МЛ,HoltWinters
133426,9.679,475.76,681.914,МЛ,HoltWinters
133433,6.324,12.44,12.519,МЛ,SARIMAX
133434,26.91,22.34,16.123,старая,старая
133436,20.94,41.08,16.449,старая,старая
133437,8.05,18.55,17.307,МЛ,RandomForest
133438,7.822,11.99,9.042,МЛ,RandomForest
133439,10.075,13.45,25.042,МЛ,RandomForest
133440,8.404,17.62,14.639,МЛ,SARIMAX
133441,9.177,9.65,11.613,МЛ,RandomForest
133442,8.468,13.1,18.4,МЛ,HoltWinters
133443,7.31,10.42,8.894,МЛ,RandomForest
133444,6.878,14.71,12.463,МЛ,HoltWinters
133447,9.674,34.58,117.518,МЛ,RandomForest
133448,8.04,14.1,9.698,МЛ,HoltWinters
133449,15.399,24.02,18.836,МЛ,HoltWinters
133450,18.488,9.26,11.915,веса,"(0.43, 0.00, 0.57)"
133451,16.927,11.34,12.218,веса,"(0.42, 0.26, 0.32)"
133452,12.201,17.55,13.238,МЛ,HoltWinters
133453,9.482,9.83,10.666,МЛ,SARIMAX
133454,8.753,13.84,12.924,МЛ,SARIMAX
133455,7.306,8.0,12.602,МЛ,SARIMAX
133456,12.44,16.82,13.424,МЛ,HoltWinters
133457,8.216,8.95,7.974,старая,старая
133458,7.924,8.36,7.628,старая,старая
133459,5.765,9.27,8.702,МЛ,RandomForest
133460,15.404,12.49,10.22,старая,старая
133461,7.099,10.11,9.812,МЛ,HoltWinters
133462,18.527,13.21,20.965,веса,"(0.02, 0.21, 0.77)"
133463,13.728,75.66,44.353,МЛ,RandomForest
133464,12.727,49.44,23.589,МЛ,RandomForest
133465,22.375,13.61,11.647,старая,старая
133468,9.612,14.59,11.197,МЛ,SARIMAX
133469,86.671,16.61,24.227,веса,"(0.66, 0.00, 0.34)"
133470,10.121,13.7,12.342,МЛ,HoltWinters
133471,7.427,8.52,11.108,МЛ,RandomForest
133472,11.736,11.12,10.08,старая,старая
133473,6.988,9.47,10.647,МЛ,SARIMAX
133474,7.726,13.56,12.532,МЛ,SARIMAX
133475,7.458,14.1,10.814,МЛ,HoltWinters
133476,9.406,17.09,14.956,МЛ,SARIMAX
133477,8.682,11.15,10.614,МЛ,SARIMAX
133478,13.809,16.47,17.494,МЛ,HoltWinters
133479,7.561,12.62,51.319,МЛ,HoltWinters
133480,10.843,12.32,21.086,МЛ,SARIMAX
133481,12.393,19.61,17.756,МЛ,RandomForest
133482,20.555,93.3,77.238,МЛ,HoltWinters
133483,11.147,16.14,15.333,МЛ,RandomForest
133484,12.457,31.75,18.369,МЛ,HoltWinters
133485,47.563,19.05,20.716,веса,"(0.49, 0.10, 0.41)"
133486,12.659,13.79,15.546,МЛ,RandomForest
133487,10.384,8.1,40.768,веса,"(0.21, 0.27, 0.52)"
133488,10.808,25.44,21.042,МЛ,HoltWinters
133489,7.59,12.41,15.072,МЛ,RandomForest
133490,7.655,47.62,18.674,МЛ,HoltWinters
133492,11.319,18.54,20.425,МЛ,HoltWinters
133493,37.113,24.41,28.297,веса,"(0.00, 0.80, 0.20)"
133494,17.784,14.06,9.963,старая,старая
133495,16.096,13.32,17.447,веса,"(0.20, 0.29, 0.51)"
133496,17.435,9.46,10.638,веса,"(0.44, 0.24, 0.32)"
133498,10.436,10.44,11.735,МЛ,RandomForest
133499,6.94,23.42,29.552,МЛ,RandomForest
133501,189.49,35.24,49.269,веса,"(0.06, 0.09, 0.85)"
133506,7.896,17.83,14.075,МЛ,RandomForest
133507,8.151,10.0,10.27,МЛ,HoltWinters
133508,8.681,11.05,9.257,МЛ,HoltWinters
133509,8.561,29.26,22.016,МЛ,HoltWinters
133511,14.572,30.09,28.346,МЛ,RandomForest
133513,8.193,11.96,9.414,МЛ,RandomForest
133514,14.33,17.37,15.305,МЛ,RandomForest
133515,6.172,8.02,9.414,МЛ,RandomForest
133517,14.274,16.99,14.079,старая,старая
133518,27.252,18.24,21.213,веса,"(0.00, 0.28, 0.72)"
133519,7.497,12.1,11.515,МЛ,RandomForest
133520,469.339,56.13,124.719,веса,"(0.22, 0.00, 0.78)"
133522,12.415,48.86,65.53,МЛ,SARIMAX
133523,8.792,9.37,12.299,МЛ,SARIMAX
133525,5.139,6.98,15.492,МЛ,SARIMAX
133526,16.025,14.64,11.114,старая,старая
133527,5.446,9.69,8.967,МЛ,RandomForest
133528,13.122,12.34,11.123,старая,старая
133529,5.983,11.06,9.576,МЛ,HoltWinters
133530,11.046,8.94,7.775,старая,старая
133531,6.33,9.04,18.981,МЛ,RandomForest
133533,16.167,17.39,14.207,старая,старая
133534,7.559,10.63,9.817,МЛ,RandomForest
133535,18.663,19.02,35.948,МЛ,RandomForest
133536,11.069,318.99,50.131,МЛ,HoltWinters
133539,9.279,22.83,18.986,МЛ,RandomForest
133540,16.104,16.01,13.741,старая,старая
133541,9.218,11.3,10.773,МЛ,SARIMAX
133542,8.301,21.3,23.001,МЛ,RandomForest
133543,12.735,18.7,24.318,МЛ,SARIMAX
133544,6.506,8.49,10.026,МЛ,SARIMAX
133545,8.352,9.71,11.965,МЛ,SARIMAX
133546,5.841,8.63,10.139,МЛ,SARIMAX
133547,7.876,12.19,13.019,МЛ,RandomForest
133548,54.527,10.54,17.26,веса,"(0.00, 0.25, 0.75)"
133549,9.191,173.71,292.229,МЛ,RandomForest
133550,7.826,9.86,36.831,МЛ,RandomForest
133553,6.633,10.07,15.605,МЛ,HoltWinters
133554,13.482,15.43,15.295,МЛ,RandomForest
133556,8.105,10.81,9.529,МЛ,RandomForest
133557,7.368,13.62,13.172,МЛ,RandomForest
133558,9.006,15.46,13.192,МЛ,RandomForest
133559,7.43,10.08,,МЛ,RandomForest
133561,7.755,8.98,9.535,МЛ,RandomForest
133564,6.748,8.61,10.951,МЛ,SARIMAX
133565,21.368,14.71,11.251,старая,старая
133566,16.584,18.11,,МЛ,HoltWinters
133567,5.394,12.41,12.179,МЛ,SARIMAX
133568,7.004,9.28,10.465,МЛ,HoltWinters
133569,7.859,8.79,8.012,МЛ,HoltWinters
133570,10.06,10.41,9.515,старая,старая
133571,10.195,9.52,11.881,веса,"(0.02, 0.42, 0.56)"
133572,13.877,29.22,37.903,МЛ,HoltWinters
133573,7.765,12.14,11.341,МЛ,RandomForest
133574,9.463,14.4,11.453,МЛ,HoltWinters
133575,9.289,11.0,11.516,МЛ,HoltWinters
133577,4.044,10.6,12.78,МЛ,SARIMAX
133582,13.713,16.2,16.758,МЛ,HoltWinters
133583,14.066,26.14,26.864,МЛ,SARIMAX
133584,7.928,12.54,12.361,МЛ,RandomForest
133589,16.667,12.96,7.732,старая,старая
133591,11.389,13.66,10.618,старая,старая
133592,8.427,7.67,9.875,веса,"(0.09, 0.02, 0.89)"
133597,6.704,7.32,7.124,МЛ,SARIMAX
133599,7.086,12.86,10.642,МЛ,RandomForest
133600,8.516,16.1,19.688,МЛ,RandomForest
133601,9.578,12.17,9.181,старая,старая
133602,7.778,18.56,12.313,МЛ,RandomForest
133603,15.298,11.57,10.787,старая,старая
133604,19.441,20.36,14.139,старая,старая
133605,7.676,9.75,9.751,МЛ,RandomForest
133606,19.833,13.76,16.078,веса,"(0.10, 0.04, 0.86)"
133607,5.607,11.28,13.656,МЛ,RandomForest
133608,4.878,10.46,9.951,МЛ,HoltWinters
133609,8.129,12.1,10.651,МЛ,RandomForest
133610,9.606,12.53,11.356,МЛ,HoltWinters
133611,6.326,8.89,13.837,МЛ,HoltWinters
133612,16.727,18.41,17.697,МЛ,RandomForest
133613,22.917,14.17,11.95,старая,старая
133614,4.748,6.82,8.079,МЛ,SARIMAX
133615,7.003,12.79,14.16,МЛ,RandomForest
133616,6.122,7.59,8.424,МЛ,HoltWinters
133617,6.231,7.17,8.73,МЛ,SARIMAX
133618,6.854,12.99,13.945,МЛ,RandomForest
133619,8.935,8.61,9.387,веса,"(0.20, 0.08, 0.72)"
133620,16.297,11.95,10.192,старая,старая
133621,8.489,15.47,17.786,МЛ,HoltWinters
133625,11.825,15.39,14.811,МЛ,RandomForest
133626,6.491,12.0,9.248,МЛ,HoltWinters
133627,8.529,13.92,12.315,МЛ,RandomForest
133629,5.144,9.17,9.037,МЛ,HoltWinters
133630,11.229,10.74,8.787,старая,старая
133631,9.549,11.3,11.661,МЛ,HoltWinters
133632,5.827,8.88,11.527,МЛ,RandomForest
133633,7.703,11.0,9.452,МЛ,RandomForest
133634,6.21,8.62,9.339,МЛ,RandomForest
133636,9.798,12.25,11.597,МЛ,HoltWinters
133637,10.298,10.79,13.763,МЛ,RandomForest
133638,6.777,9.97,10.089,МЛ,SARIMAX
133639,7.095,52.91,27.356,МЛ,RandomForest
133640,16.249,19.87,12.685,старая,старая
133641,12.731,11.52,10.245,старая,старая
133642,8.798,13.99,11.226,МЛ,RandomForest
133644,5.568,8.52,9.467,МЛ,RandomForest
133645,10.426,10.61,10.895,МЛ,RandomForest
133649,40.631,17.72,20.488,веса,"(0.30, 0.53, 0.17)"
133650,4.783,10.43,11.376,МЛ,RandomForest
133652,6.119,7.67,9.111,МЛ,HoltWinters
133653,5.507,9.7,9.367,МЛ,RandomForest
133655,5.511,9.52,10.492,МЛ,SARIMAX
133656,5.215,7.75,8.952,МЛ,RandomForest
133657,5.932,10.35,9.36,МЛ,SARIMAX
133659,8.087,9.45,12.322,МЛ,RandomForest
133660,10.299,15.93,12.973,МЛ,RandomForest
133662,10.954,82.95,134.385,МЛ,RandomForest
133663,13.121,11.57,9.919,старая,старая
133664,7.274,8.57,8.326,МЛ,RandomForest
133666,5.073,10.07,9.985,МЛ,RandomForest
133667,8.115,11.32,12.064,МЛ,SARIMAX
133668,9.667,14.92,14.008,МЛ,RandomForest
133670,5.996,7.73,8.993,МЛ,HoltWinters
133671,12.859,13.56,12.588,старая,старая
133672,8.741,11.66,9.144,МЛ,HoltWinters
133673,5.454,8.77,8.387,МЛ,RandomForest
133674,5.136,6.64,6.742,МЛ,RandomForest
133675,9.505,14.45,12.328,МЛ,RandomForest
133676,7.926,18.29,17.236,МЛ,RandomForest
133678,7.753,8.16,9.499,МЛ,HoltWinters
133679,5.969,8.95,8.246,МЛ,RandomForest
133680,10.557,12.74,11.38,МЛ,HoltWinters
133682,8.683,12.55,11.213,МЛ,SARIMAX
133685,5.528,7.95,8.112,МЛ,RandomForest
133686,4.778,5.94,7.802,МЛ,RandomForest
133689,6.534,8.31,9.277,МЛ,HoltWinters
133690,6.573,9.53,12.079,МЛ,HoltWinters
133693,5.992,9.57,9.683,МЛ,SARIMAX
133695,6.108,805.06,1966.257,МЛ,HoltWinters
133696,19.166,12.2,10.482,старая,старая
133697,7.904,15.46,17.691,МЛ,SARIMAX
133698,7.001,7.16,10.019,МЛ,SARIMAX
133699,6.529,11.94,8.922,МЛ,SARIMAX
133700,9.81,14.79,12.836,МЛ,SARIMAX
133702,7.374,7.8,8.399,МЛ,HoltWinters
133703,7.496,9.5,13.037,МЛ,SARIMAX
133706,4.932,9.96,10.078,МЛ,RandomForest
133707,9.696,13.92,16.342,МЛ,RandomForest
133708,8.592,16.1,20.924,МЛ,RandomForest
133709,11.619,16.17,21.657,МЛ,RandomForest
133710,10.567,9.73,11.673,веса,"(0.28, 0.00, 0.72)"
133711,13.496,15.05,16.589,МЛ,HoltWinters
133712,6.887,11.96,11.333,МЛ,RandomForest
133713,14.482,13.71,14.993,веса,"(0.45, 0.43, 0.12)"
133714,11.924,15.35,15.705,МЛ,RandomForest
133715,7.301,11.4,10.579,МЛ,RandomForest
133716,14.788,17.81,15.354,МЛ,RandomForest
133718,14.469,10.08,11.785,веса,"(0.73, 0.14, 0.13)"
133719,46.784,11.6,15.457,веса,"(1.00, 0.00, 0.00)"
133720,7.551,10.43,10.896,МЛ,HoltWinters
133721,13.223,11.02,12.978,веса,"(0.00, 0.19, 0.81)"
133723,5.568,8.61,10.291,МЛ,HoltWinters
133724,12.3,28.84,40.844,МЛ,HoltWinters
133725,11.653,14.26,15.604,МЛ,RandomForest
133727,4.528,7.41,9.324,МЛ,SARIMAX
133728,9.204,11.73,11.191,МЛ,SARIMAX
133732,7.907,9.12,11.0,МЛ,RandomForest
133733,26.674,20.87,16.933,старая,старая
133735,11.984,15.66,17.092,МЛ,HoltWinters
133736,15.06,72.13,184.447,МЛ,RandomForest
133738,4.033,9.28,10.612,МЛ,SARIMAX
133739,8.112,19.26,17.18,МЛ,RandomForest
133740,171.976,75.85,97.964,веса,"(0.00, 0.86, 0.14)"
133743,6.626,9.28,10.142,МЛ,HoltWinters
133744,15.974,12.59,17.158,веса,"(0.00, 0.06, 0.94)"
133748,6.437,10.35,11.22,МЛ,RandomForest
133749,12.297,17.71,16.467,МЛ,SARIMAX
133750,18.857,28.84,25.751,МЛ,RandomForest
133751,8.238,11.6,13.033,МЛ,RandomForest
133752,11.785,15.39,13.673,МЛ,RandomForest
133756,14.871,48.9,11.954,старая,старая
133757,29.662,11.27,19.01,веса,"(0.13, 0.05, 0.82)"
133758,13.802,15.54,19.566,МЛ,HoltWinters
133759,11.85,13.31,17.805,МЛ,RandomForest
133760,15.848,18.08,15.165,старая,старая
133761,53.457,37.9,375.704,веса,"(0.78, 0.22, -0.00)"
133763,11.612,14.56,14.602,МЛ,RandomForest
133764,9.005,12.21,14.74,МЛ,RandomForest
133765,10.017,15.64,26.923,МЛ,HoltWinters
133768,14.557,15.58,16.081,МЛ,SARIMAX
133769,62.168,33.11,30.245,старая,старая
133770,31.808,12.66,16.771,веса,"(0.00, 0.33, 0.67)"
133771,6.402,8.87,16.345,МЛ,RandomForest
133774,22.716,13.1,18.799,веса,"(0.23, 0.32, 0.45)"
133777,13.569,17.27,17.109,МЛ,RandomForest
133778,74.365,17.25,24.162,веса,"(0.13, 0.63, 0.24)"
133779,22.115,21.67,23.156,веса,"(0.00, 0.32, 0.68)"
133780,17.554,17.06,11.374,старая,старая
133781,21.74,18.24,13.985,старая,старая
133782,6.699,9.46,13.213,МЛ,RandomForest
133783,9.472,9.16,14.769,веса,"(0.00, 0.19, 0.81)"
133784,10.435,10.28,11.253,веса,"(0.07, 0.22, 0.71)"
133785,25.855,9.37,11.731,веса,"(0.18, 0.44, 0.38)"
133786,18.23,9.24,10.839,веса,"(0.00, 0.22, 0.78)"
133787,33.945,12.01,16.042,веса,"(0.15, 0.28, 0.57)"
133789,5.726,8.65,15.036,МЛ,RandomForest
133790,6.023,9.63,10.277,МЛ,RandomForest
133791,28.271,10.52,14.04,веса,"(0.00, 0.18, 0.82)"
133792,10.159,12.84,16.33,МЛ,RandomForest
133793,21.625,10.8,12.089,веса,"(0.21, 0.15, 0.64)"
133794,6.933,8.88,10.248,МЛ,RandomForest
133796,32.777,13.21,11.251,старая,старая
133798,17.688,12.4,11.366,старая,старая
133802,19.293,11.27,12.866,веса,"(0.00, 0.35, 0.65)"
133804,26.928,12.83,18.813,веса,"(0.00, 0.33, 0.67)"
133805,29.41,11.88,12.248,веса,"(0.82, 0.01, 0.17)"
133806,48.886,24.7,19.518,старая,старая
133807,7.863,15.47,15.303,МЛ,HoltWinters
133808,13.753,15.01,13.8,МЛ,HoltWinters
133809,7.295,17.97,12.463,МЛ,RandomForest
133810,11.278,23.41,30.522,МЛ,HoltWinters
133811,16.706,26.03,31.166,МЛ,RandomForest
133812,12.342,13.82,16.067,МЛ,RandomForest
133813,31.149,33.58,33.804,МЛ,RandomForest
134001,15.356,118.31,171.139,МЛ,SARIMAX
134002,22.469,14.23,16.837,веса,"(0.01, 0.42, 0.57)"
134003,30.235,15.83,15.73,старая,старая
134004,6.49,7.91,10.435,МЛ,RandomForest
134005,7.585,9.62,9.662,МЛ,RandomForest
134007,8.062,45.16,66.431,МЛ,RandomForest
134009,7.749,10.59,10.765,МЛ,HoltWinters
134010,6.081,12.92,8.161,МЛ,SARIMAX
134011,17.927,16.84,12.886,старая,старая
134014,22.101,12.0,14.18,веса,"(0.50, 0.22, 0.28)"
134015,21.531,53.4,80.525,МЛ,RandomForest
134017,10.902,16.62,14.703,МЛ,RandomForest
134020,9.919,14.41,24.236,МЛ,RandomForest
134021,4.357,8.93,13.854,МЛ,RandomForest
134022,23.573,13.0,15.966,веса,"(0.14, 0.47, 0.39)"
134024,22.89,16.81,17.746,веса,"(0.71, 0.11, 0.18)"
134026,13.213,18.69,15.364,МЛ,RandomForest
134029,10.456,12.38,14.368,МЛ,RandomForest
134030,40.62,14.11,,веса,"(0.24, 0.18, 0.58)"
134031,7.061,10.37,9.428,МЛ,RandomForest
134034,8.924,11.28,14.294,МЛ,HoltWinters
134035,7.694,11.06,12.845,МЛ,RandomForest
134036,10.406,9.03,10.539,веса,"(0.31, 0.22, 0.47)"
134037,11.648,11.88,13.98,МЛ,RandomForest
134039,14.75,79.8,63.847,МЛ,HoltWinters
134040,9.365,185.21,45.771,МЛ,SARIMAX
134041,9.921,16.0,18.518,МЛ,SARIMAX
134042,10.466,16.43,18.157,МЛ,RandomForest
134043,7.727,11.12,13.393,МЛ,RandomForest
134044,9.911,18.37,17.356,МЛ,SARIMAX
134045,8.279,10.52,11.794,МЛ,HoltWinters
134047,7.225,14.17,15.651,МЛ,RandomForest
134048,11.713,14.64,17.509,МЛ,SARIMAX
134049,37.134,997.6,2103.352,МЛ,RandomForest
134050,10.332,22.5,25.412,МЛ,RandomForest
134053,7.258,12.4,12.346,МЛ,RandomForest
134054,20.193,22.05,18.732,старая,старая
134055,6.225,16.18,27.613,МЛ,RandomForest
134057,5.271,8.84,13.27,МЛ,RandomForest
134058,5.774,8.87,10.636,МЛ,SARIMAX
134059,7.056,10.56,16.356,МЛ,SARIMAX
134060,12.977,8.9,11.687,веса,"(0.08, 0.06, 0.86)"
134061,47.213,34.11,56.745,веса,"(0.02, 0.35, 0.63)"
134062,8.29,19.46,20.187,МЛ,RandomForest
134063,10.477,387.86,38.051,МЛ,RandomForest
134064,7.133,227.23,10.776,МЛ,RandomForest
134065,12.748,17.27,16.962,МЛ,HoltWinters
134067,27.507,16.14,16.564,веса,"(0.13, 0.45, 0.42)"
134068,6.509,9.82,12.731,МЛ,RandomForest
134069,20.025,19.37,15.811,старая,старая
134071,8.559,47.15,16.419,МЛ,RandomForest
134072,6.778,16.77,14.55,МЛ,HoltWinters
134073,13.701,65.93,64.327,МЛ,SARIMAX
134074,17.112,47.03,24.45,МЛ,HoltWinters
134075,16.58,18.32,12.563,старая,старая
134076,17.291,23.15,14.001,старая,старая
134120,7.068,9.31,10.344,МЛ,SARIMAX
134121,7.313,8.14,11.53,МЛ,HoltWinters
134122,8.442,13.96,12.336,МЛ,HoltWinters
134123,616.824,94.58,132.41,веса,"(0.04, 0.01, 0.95)"
134124,8.912,16.73,25.685,МЛ,RandomForest
134125,8.074,11.96,11.734,МЛ,HoltWinters
134126,8.963,13.35,16.69,МЛ,RandomForest
134127,8.805,9.7,9.479,МЛ,RandomForest
134128,917.009,113.72,166.645,веса,"(0.05, 0.00, 0.95)"
134131,19.942,26.75,32.07,МЛ,RandomForest
134132,24.076,14.1,12.403,старая,старая
134133,91.713,208.63,307.989,МЛ,HoltWinters
134134,11.034,9.69,11.551,веса,"(0.04, 0.10, 0.86)"
134135,24.419,12.8,12.509,старая,старая
134140,1143.301,161.76,221.664,веса,"(0.10, 0.00, 0.90)"
134141,7.455,10.2,10.196,МЛ,RandomForest
134142,7.67,13.62,19.897,МЛ,HoltWinters
134143,11.271,11.36,12.752,МЛ,HoltWinters
134144,6.623,83.61,133.662,МЛ,HoltWinters
134145,6.492,11.71,9.413,МЛ,RandomForest
134146,10.986,16.46,12.422,МЛ,SARIMAX
134147,7.072,11.58,11.89,МЛ,RandomForest
134148,7.547,18.93,17.32,МЛ,SARIMAX
134150,8.486,13.81,16.661,МЛ,RandomForest
134151,10.111,12.31,9.884,старая,старая
134152,9.062,21.5,24.79,МЛ,RandomForest
134153,14.716,13.88,10.68,старая,старая
134154,7.969,174.26,299.359,МЛ,SARIMAX
134155,10.283,14.57,41.627,МЛ,RandomForest
134156,18.544,13.96,14.28,веса,"(0.59, 0.14, 0.27)"
134157,7.08,12.82,11.719,МЛ,RandomForest
134159,9.255,19.88,31.234,МЛ,HoltWinters
134160,23.816,68.15,73.984,МЛ,HoltWinters
134162,6.944,9.24,10.323,МЛ,SARIMAX
134163,6.986,9.9,11.759,МЛ,RandomForest
134164,10.575,18.1,11.723,МЛ,RandomForest
134167,87.73,13.82,13.151,старая,старая
134169,7.629,16.55,14.447,МЛ,RandomForest
134170,12.392,11.41,11.973,веса,"(0.67, 0.24, 0.09)"
134171,43.868,20.86,30.176,веса,"(0.00, 0.45, 0.55)"
134173,6.674,10.12,17.219,МЛ,SARIMAX
134174,9.891,16.21,16.26,МЛ,SARIMAX
134176,8.077,10.38,12.704,МЛ,RandomForest
134177,9.593,12.87,15.57,МЛ,RandomForest
134178,11.702,13.16,11.497,старая,старая
134179,6.972,10.08,10.944,МЛ,RandomForest
134180,8.484,16.2,12.619,МЛ,RandomForest
134183,6.939,11.19,12.985,МЛ,RandomForest
134184,15.612,11.72,11.041,старая,старая
134185,10.448,18.85,24.369,МЛ,SARIMAX
134188,13.802,11.54,11.412,старая,старая
134189,23.79,16.02,11.723,старая,старая
134190,8.098,18.29,20.909,МЛ,RandomForest
134192,6.927,8.4,10.067,МЛ,HoltWinters
134194,10.439,14.38,15.744,МЛ,HoltWinters
134197,13.249,18.03,15.6,МЛ,HoltWinters
134199,11.968,186.86,23.547,МЛ,HoltWinters
134200,287.407,183.7,,веса,"(0.00, 1.00, 0.00)"
134201,7.753,14.21,14.26,МЛ,RandomForest
135001,17.131,22.26,,МЛ,SARIMAX
135002,9.982,12.24,13.269,МЛ,RandomForest
135003,18.687,21.49,24.239,МЛ,RandomForest
135004,157.406,405.16,,МЛ,HoltWinters
135005,11.651,18.98,,МЛ,RandomForest
135006,1647.559,206.26,389.898,веса,"(0.00, 0.00, 1.00)"
135007,27.594,18.74,23.3,веса,"(0.06, 0.22, 0.72)"
135008,25.689,16.16,21.066,веса,"(0.67, 0.02, 0.31)"
135009,7.621,10.06,10.728,МЛ,RandomForest
135010,8.339,54.46,22.673,МЛ,SARIMAX
135011,13.23,85.65,114.513,МЛ,RandomForest
135012,17.765,106.96,147.424,МЛ,HoltWinters
135015,8.86,16.54,9.965,МЛ,HoltWinters
135016,7.195,17.29,12.053,МЛ,SARIMAX
135017,11.722,16.14,16.319,МЛ,RandomForest
135018,6.34,66.24,33.795,МЛ,HoltWinters
135019,84.545,266.04,,МЛ,HoltWinters
135020,12.284,13.41,13.271,МЛ,RandomForest
135022,29.903,11.77,15.607,веса,"(0.09, 0.07, 0.84)"
135023,18.363,16.01,12.739,старая,старая
135024,22.329,47.27,43.881,МЛ,SARIMAX
135025,19.33,17.27,12.182,старая,старая
135026,14.658,16.93,17.474,МЛ,RandomForest
135027,22.113,11.29,12.011,веса,"(0.54, 0.00, 0.46)"
135028,27.764,15.9,17.185,веса,"(0.53, 0.47, 0.00)"
135029,21.073,16.29,16.446,веса,"(0.50, 0.31, 0.19)"
135030,11.919,17.87,15.253,МЛ,RandomForest
135031,11.46,12.45,15.295,МЛ,RandomForest
135032,22.128,15.46,19.1,веса,"(0.38, 0.30, 0.32)"
135033,12.437,10.83,9.931,старая,старая
135034,8.282,21.19,26.099,МЛ,HoltWinters
135035,10.22,14.26,,МЛ,RandomForest
135036,10.465,19.86,18.383,МЛ,RandomForest
135037,8.949,13.67,9.948,МЛ,RandomForest
135038,15.202,16.57,13.309,старая,старая
135039,15.313,23.21,17.36,МЛ,HoltWinters
135040,17.151,15.18,13.02,старая,старая
135041,38.535,37.73,42.479,веса,"(0.09, 0.09, 0.82)"
135042,42.874,65.82,88.044,МЛ,RandomForest
135043,12.8,12.34,10.223,старая,старая
135046,57.585,77.35,19.694,старая,старая
