KSSS,MAPE_ML,ML_model,MAPE_weights,MAPE_cur,Способ прогноза,Детали прогноза
57401,6.578,SARIMAX,14.67,15.707,МЛ,SARIMAX
57403,5.383,SARIMAX,12.11,11.965,МЛ,SARIMAX
57601,8.156,SARIMAX,13.6,13.893,МЛ,SARIMAX
58201,10.472,SARIMAX,21.2,14.05,МЛ,SARIMAX
59002,8.99,SARIMAX,18.52,14.681,МЛ,SARIMAX
60002,16.179,SARIMAX,28.46,28.362,МЛ,SARIMAX
60604,6.866,SARIMAX,16.15,11.609,МЛ,SARIMAX
61001,8.619,TTM,13.06,12.826,МЛ,TTM
62201,29.063,SARIMAX,226.16,158.712,МЛ,SARIMAX
62403,20.174,SARIMAX,104.91,212.223,МЛ,SARIMAX
62404,7.458,TTM,13.0,12.966,МЛ,TTM
62405,9.502,NBEATS,29.53,24.633,МЛ,NBEATS
62801,5.786,SARIMAX,11.29,12.75,МЛ,SARIMAX
63603,11.115,SARIMAX,11.95,15.554,МЛ,SARIMAX
63604,6.964,SARIMAX,8.09,13.231,МЛ,SARIMAX
63801,6.487,NBEATS,11.42,8.27,МЛ,NBEATS
63802,6.796,SARIMAX,11.68,10.287,МЛ,SARIMAX
63803,9.294,SARIMAX,14.43,11.402,МЛ,SARIMAX
64203,6.808,SARIMAX,11.11,8.797,МЛ,SARIMAX
64401,7.374,SARIMAX,24.16,29.118,МЛ,SARIMAX
64402,7.61,SARIMAX,25.11,36.183,МЛ,SARIMAX
64403,5.168,SARIMAX,7.98,15.072,МЛ,SARIMAX
64404,7.156,SARIMAX,11.07,12.065,МЛ,SARIMAX
64405,5.563,SARIMAX,15.08,9.721,МЛ,SARIMAX
64406,9.371,SARIMAX,26.44,22.388,МЛ,SARIMAX
64601,30.659,SARIMAX,14.01,17.883,веса,"(0.00, 0.12, 0.88)"
64801,7.842,SARIMAX,20.13,18.586,МЛ,SARIMAX
65603,4.291,RandomForest,8.19,10.611,МЛ,RandomForest
66202,5.048,SARIMAX,15.21,24.687,МЛ,SARIMAX
66208,5.909,SARIMAX,14.25,8.751,МЛ,SARIMAX
66209,5.121,RandomForest,9.41,12.918,МЛ,RandomForest
69201,6.454,SARIMAX,9.17,11.596,МЛ,SARIMAX
69401,4.595,HoltWinters,12.0,11.453,МЛ,HoltWinters
76802,8.187,SARIMAX,17.6,16.978,МЛ,SARIMAX
78602,9.053,SARIMAX,11.28,10.26,МЛ,SARIMAX
83602,5.55,SARIMAX,243.16,375.639,МЛ,SARIMAX
83603,8.677,SARIMAX,34.04,26.862,МЛ,SARIMAX
84802,6.501,SARIMAX,10.73,7.17,МЛ,SARIMAX
85001,6.602,SARIMAX,16.59,14.424,МЛ,SARIMAX
89402,5.146,SARIMAX,15.17,16.52,МЛ,SARIMAX
89601,8.722,SARIMAX,15.66,21.105,МЛ,SARIMAX
89802,9.345,SARIMAX,27.09,15.49,МЛ,SARIMAX
90001,8.914,SARIMAX,177.12,241.84,МЛ,SARIMAX
90401,6.094,SARIMAX,11.49,10.151,МЛ,SARIMAX
91401,6.405,TTM,10.0,10.641,МЛ,TTM
91802,9.865,SARIMAX,60.42,42.691,МЛ,SARIMAX
92201,5.039,RandomForest,8.95,10.668,МЛ,RandomForest
92202,5.358,HoltWinters,9.26,9.021,МЛ,HoltWinters
92203,6.975,SARIMAX,8.9,10.405,МЛ,SARIMAX
92401,7.253,HoltWinters,227.99,18.095,МЛ,HoltWinters
92402,10.525,HoltWinters,22.05,27.579,МЛ,HoltWinters
92403,10.579,SARIMAX,21.06,14.758,МЛ,SARIMAX
92404,8.014,TTM,48.03,22.337,МЛ,TTM
92405,5.723,SARIMAX,14.4,12.28,МЛ,SARIMAX
94005,8.202,SARIMAX,16.59,14.587,МЛ,SARIMAX
94403,7.449,SARIMAX,13.45,21.005,МЛ,SARIMAX
95805,5.859,SARIMAX,8.53,9.967,МЛ,SARIMAX
99602,7.521,SARIMAX,11.23,12.293,МЛ,SARIMAX
104001,7.464,SARIMAX,8.6,10.905,МЛ,SARIMAX
104005,6.599,HoltWinters,46.8,10.78,МЛ,HoltWinters
104801,6.163,TTM,8.12,8.991,МЛ,TTM
104802,5.092,SARIMAX,9.82,9.75,МЛ,SARIMAX
114401,11.111,TTM,12.49,15.732,МЛ,TTM
114602,5.395,SARIMAX,6.46,9.372,МЛ,SARIMAX
115002,8.86,SARIMAX,14.48,19.911,МЛ,SARIMAX
115003,6.625,TTM,21.02,16.488,МЛ,TTM
115007,9.259,SARIMAX,22.93,21.036,МЛ,SARIMAX
118601,7.732,SARIMAX,21.18,14.071,МЛ,SARIMAX
123002,5.913,NBEATS,7.38,9.862,МЛ,NBEATS
124002,4.599,TTM,9.15,20.123,МЛ,TTM
124401,4.523,SARIMAX,10.12,9.908,МЛ,SARIMAX
125602,6.637,SARIMAX,12.45,22.632,МЛ,SARIMAX
125603,7.704,NBEATS,13.96,13.901,МЛ,NBEATS
125604,5.702,SARIMAX,9.88,12.201,МЛ,SARIMAX
125605,5.177,SARIMAX,8.67,11.356,МЛ,SARIMAX
125606,4.077,HoltWinters,8.79,9.569,МЛ,HoltWinters
125607,4.786,SARIMAX,7.28,9.01,МЛ,SARIMAX
125609,7.832,SARIMAX,15.67,13.701,МЛ,SARIMAX
125610,5.76,SARIMAX,16.77,14.103,МЛ,SARIMAX
125611,7.035,SARIMAX,14.61,13.028,МЛ,SARIMAX
125613,5.935,SARIMAX,10.77,15.59,МЛ,SARIMAX
125614,93.874,SARIMAX,95.56,109.653,МЛ,SARIMAX
125615,5.589,SARIMAX,15.46,12.543,МЛ,SARIMAX
125616,4.931,SARIMAX,184.95,18.473,МЛ,SARIMAX
125617,4.94,TTM,10.19,10.198,МЛ,TTM
125618,10.379,SARIMAX,16.09,14.126,МЛ,SARIMAX
125619,10.363,SARIMAX,19.91,14.634,МЛ,SARIMAX
125620,5.59,SARIMAX,14.39,13.365,МЛ,SARIMAX
125621,96.433,SARIMAX,399.75,4937.784,МЛ,SARIMAX
125622,96.002,SARIMAX,504.78,1015.998,МЛ,SARIMAX
125623,21.118,TTM,17.02,16.679,старая,старая
125627,93.859,SARIMAX,457.16,3383.794,МЛ,SARIMAX
125628,30.262,SARIMAX,362.77,717.467,МЛ,SARIMAX
125629,9.404,SARIMAX,23.67,19.211,МЛ,SARIMAX
125631,17.518,SARIMAX,22.72,22.627,МЛ,SARIMAX
125632,10.734,SARIMAX,17.05,16.11,МЛ,SARIMAX
125634,8.676,SARIMAX,21.02,18.295,МЛ,SARIMAX
125636,6.186,SARIMAX,18.04,16.19,МЛ,SARIMAX
125638,9.841,SARIMAX,16.76,13.923,МЛ,SARIMAX
125639,10.897,SARIMAX,18.14,20.429,МЛ,SARIMAX
125641,9.153,SARIMAX,19.18,16.745,МЛ,SARIMAX
125644,5.306,SARIMAX,14.53,20.206,МЛ,SARIMAX
125647,4.146,SARIMAX,10.78,11.536,МЛ,SARIMAX
125649,6.478,SARIMAX,13.67,14.966,МЛ,SARIMAX
125650,5.821,SARIMAX,16.1,16.33,МЛ,SARIMAX
125655,5.404,SARIMAX,12.87,15.402,МЛ,SARIMAX
125656,6.165,SARIMAX,15.62,30.336,МЛ,SARIMAX
125657,4.608,SARIMAX,13.48,28.408,МЛ,SARIMAX
125662,6.682,SARIMAX,13.99,13.163,МЛ,SARIMAX
125668,5.289,SARIMAX,14.67,16.623,МЛ,SARIMAX
125669,7.584,SARIMAX,20.11,17.549,МЛ,SARIMAX
126204,5.867,RandomForest,10.37,8.899,МЛ,RandomForest
127001,7.665,SARIMAX,12.69,10.415,МЛ,SARIMAX
127003,6.649,SARIMAX,18.75,19.081,МЛ,SARIMAX
127801,17.794,NBEATS,21.71,18.669,МЛ,NBEATS
127802,11.0,NBEATS,30.68,18.105,МЛ,NBEATS
128201,6.511,SARIMAX,14.17,13.917,МЛ,SARIMAX
128801,12.009,HoltWinters,29.42,19.9,МЛ,HoltWinters
129003,5.175,SARIMAX,11.71,9.508,МЛ,SARIMAX
129004,4.281,SARIMAX,11.29,12.873,МЛ,SARIMAX
132002,3.794,SARIMAX,9.15,13.871,МЛ,SARIMAX
132203,4.282,SARIMAX,9.82,9.836,МЛ,SARIMAX
133206,9.592,SARIMAX,16.77,15.304,МЛ,SARIMAX
133207,8.367,SARIMAX,16.49,18.822,МЛ,SARIMAX
133208,5.836,SARIMAX,13.32,15.944,МЛ,SARIMAX
133209,10.235,SARIMAX,12.13,17.692,МЛ,SARIMAX
133210,8.188,SARIMAX,12.44,10.769,МЛ,SARIMAX
133211,10.608,SARIMAX,15.48,,МЛ,SARIMAX
133212,6.644,SARIMAX,23.47,21.579,МЛ,SARIMAX
133213,8.792,SARIMAX,12.98,14.333,МЛ,SARIMAX
133214,10.069,SARIMAX,15.7,28.279,МЛ,SARIMAX
133215,7.895,SARIMAX,15.91,14.824,МЛ,SARIMAX
133216,10.574,SARIMAX,18.48,,МЛ,SARIMAX
133222,7.949,SARIMAX,14.46,13.548,МЛ,SARIMAX
133223,13.173,SARIMAX,20.91,18.274,МЛ,SARIMAX
133225,9.54,RandomForest,12.44,11.519,МЛ,RandomForest
133227,6.933,SARIMAX,12.35,10.717,МЛ,SARIMAX
133228,7.738,NBEATS,11.22,11.249,МЛ,NBEATS
133229,7.671,SARIMAX,11.54,11.671,МЛ,SARIMAX
133230,13.736,SARIMAX,15.18,19.861,МЛ,SARIMAX
133232,5.6,SARIMAX,11.82,9.192,МЛ,SARIMAX
133235,6.891,SARIMAX,15.56,16.621,МЛ,SARIMAX
133237,9.614,SARIMAX,20.11,17.339,МЛ,SARIMAX
133238,9.571,SARIMAX,17.05,21.698,МЛ,SARIMAX
133239,8.614,SARIMAX,62.92,18.911,МЛ,SARIMAX
133240,5.314,SARIMAX,14.37,15.008,МЛ,SARIMAX
133241,6.076,NBEATS,12.89,17.299,МЛ,NBEATS
133242,8.877,SARIMAX,18.09,11.64,МЛ,SARIMAX
133244,11.122,HoltWinters,61.9,46.622,МЛ,HoltWinters
133245,6.503,SARIMAX,18.03,17.031,МЛ,SARIMAX
133246,10.805,RandomForest,13.9,13.974,МЛ,RandomForest
133248,11.37,SARIMAX,14.83,16.229,МЛ,SARIMAX
133249,7.727,SARIMAX,14.51,15.974,МЛ,SARIMAX
133252,10.787,RandomForest,10.41,11.465,веса,"(0.00, 0.09, 0.91)"
133253,9.382,SARIMAX,45.19,60.799,МЛ,SARIMAX
133255,7.788,SARIMAX,50.16,11.887,МЛ,SARIMAX
133256,6.501,RandomForest,7.64,8.628,МЛ,RandomForest
133257,6.781,SARIMAX,9.32,17.877,МЛ,SARIMAX
133259,8.032,SARIMAX,25.22,,МЛ,SARIMAX
133260,11.797,SARIMAX,16.96,14.158,МЛ,SARIMAX
133264,10.317,SARIMAX,12.53,,МЛ,SARIMAX
133265,7.398,NBEATS,14.01,12.624,МЛ,NBEATS
133266,6.905,SARIMAX,9.57,10.089,МЛ,SARIMAX
133268,6.481,RandomForest,12.0,10.374,МЛ,RandomForest
133269,8.215,SARIMAX,11.19,18.743,МЛ,SARIMAX
133271,77.817,SARIMAX,33.5,66.418,веса,"(0.00, 0.00, 1.00)"
133272,6.131,SARIMAX,9.81,10.036,МЛ,SARIMAX
133273,10.558,SARIMAX,19.83,11.912,МЛ,SARIMAX
133274,7.54,NBEATS,10.5,9.964,МЛ,NBEATS
133275,6.888,SARIMAX,20.53,13.897,МЛ,SARIMAX
133276,8.478,NBEATS,10.83,12.896,МЛ,NBEATS
133277,7.942,SARIMAX,10.3,11.243,МЛ,SARIMAX
133282,7.103,SARIMAX,13.12,10.98,МЛ,SARIMAX
133283,16.453,SARIMAX,37.81,,МЛ,SARIMAX
133284,99.582,SARIMAX,86.95,107.343,веса,"(0.65, 0.02, 0.33)"
133285,9.134,SARIMAX,16.89,15.237,МЛ,SARIMAX
133286,8.076,SARIMAX,18.39,26.919,МЛ,SARIMAX
133287,98.14,SARIMAX,28.0,39.012,веса,"(0.07, 0.00, 0.93)"
133288,12.082,SARIMAX,16.02,16.352,МЛ,SARIMAX
133289,5.515,RandomForest,15.85,19.46,МЛ,RandomForest
133292,6.073,SARIMAX,9.19,12.315,МЛ,SARIMAX
133293,7.947,SARIMAX,14.12,10.789,МЛ,SARIMAX
133294,9.358,SARIMAX,12.5,12.133,МЛ,SARIMAX
133295,4.836,SARIMAX,7.67,11.136,МЛ,SARIMAX
133296,6.098,SARIMAX,8.71,9.153,МЛ,SARIMAX
133297,8.965,NBEATS,8.68,11.568,веса,"(0.06, 0.00, 0.94)"
133298,6.889,SARIMAX,8.19,10.507,МЛ,SARIMAX
133299,6.528,SARIMAX,11.52,10.555,МЛ,SARIMAX
133300,7.533,NBEATS,10.57,,МЛ,NBEATS
133301,7.916,TTM,20.32,24.276,МЛ,TTM
133302,7.056,SARIMAX,12.57,,МЛ,SARIMAX
133303,10.27,SARIMAX,23.09,21.81,МЛ,SARIMAX
133304,6.201,SARIMAX,11.38,10.217,МЛ,SARIMAX
133305,8.322,RandomForest,17.02,10.554,МЛ,RandomForest
133306,7.772,SARIMAX,12.28,10.191,МЛ,SARIMAX
133308,7.388,SARIMAX,16.09,19.787,МЛ,SARIMAX
133309,7.194,NBEATS,11.71,12.299,МЛ,NBEATS
133311,9.889,SARIMAX,12.62,8.923,старая,старая
133313,8.416,SARIMAX,12.68,9.447,МЛ,SARIMAX
133314,9.306,SARIMAX,13.09,16.231,МЛ,SARIMAX
133315,8.203,SARIMAX,9.88,,МЛ,SARIMAX
133316,10.49,TTM,18.03,18.699,МЛ,TTM
133317,14.296,SARIMAX,22.11,,МЛ,SARIMAX
133318,6.209,SARIMAX,147.66,30.825,МЛ,SARIMAX
133319,5.622,SARIMAX,9.58,13.841,МЛ,SARIMAX
133320,7.294,SARIMAX,34.18,25.384,МЛ,SARIMAX
133321,5.57,SARIMAX,16.07,17.008,МЛ,SARIMAX
133322,6.396,SARIMAX,14.82,17.032,МЛ,SARIMAX
133324,8.743,SARIMAX,21.86,24.329,МЛ,SARIMAX
133325,9.364,SARIMAX,14.0,,МЛ,SARIMAX
133327,10.056,SARIMAX,17.94,17.82,МЛ,SARIMAX
133328,7.546,SARIMAX,18.82,43.575,МЛ,SARIMAX
133330,9.802,SARIMAX,27.09,,МЛ,SARIMAX
133331,7.852,SARIMAX,14.27,19.625,МЛ,SARIMAX
133332,6.435,SARIMAX,10.28,10.948,МЛ,SARIMAX
133333,8.339,NBEATS,11.26,,МЛ,NBEATS
133334,4.879,SARIMAX,9.62,9.131,МЛ,SARIMAX
133335,7.761,SARIMAX,14.51,14.524,МЛ,SARIMAX
133336,5.926,SARIMAX,15.04,17.668,МЛ,SARIMAX
133337,10.334,SARIMAX,16.95,19.193,МЛ,SARIMAX
133338,4.685,SARIMAX,10.65,12.316,МЛ,SARIMAX
133340,8.338,SARIMAX,21.77,10.749,МЛ,SARIMAX
133341,6.787,SARIMAX,12.85,13.614,МЛ,SARIMAX
133342,5.111,SARIMAX,8.75,10.966,МЛ,SARIMAX
133343,9.205,TTM,15.19,16.032,МЛ,TTM
133344,7.535,SARIMAX,28.94,30.057,МЛ,SARIMAX
133345,9.159,RandomForest,15.08,14.486,МЛ,RandomForest
133346,6.291,SARIMAX,14.27,14.691,МЛ,SARIMAX
133348,10.967,SARIMAX,14.42,13.495,МЛ,SARIMAX
133349,8.735,SARIMAX,13.89,17.44,МЛ,SARIMAX
133350,5.04,SARIMAX,12.31,12.231,МЛ,SARIMAX
133351,7.537,SARIMAX,17.06,15.882,МЛ,SARIMAX
133352,5.342,SARIMAX,12.9,11.303,МЛ,SARIMAX
133353,6.988,SARIMAX,17.08,15.367,МЛ,SARIMAX
133354,6.569,SARIMAX,9.21,9.879,МЛ,SARIMAX
133355,6.403,SARIMAX,17.49,,МЛ,SARIMAX
133356,6.832,SARIMAX,8.24,,МЛ,SARIMAX
133357,7.825,NBEATS,11.32,12.282,МЛ,NBEATS
133358,6.425,SARIMAX,11.29,13.288,МЛ,SARIMAX
133359,6.242,HoltWinters,11.04,12.803,МЛ,HoltWinters
133361,85.999,SARIMAX,68.91,117.85,веса,"(1.00, 0.00, 0.00)"
133363,6.264,SARIMAX,48.07,82.963,МЛ,SARIMAX
133364,7.856,SARIMAX,38.29,64.182,МЛ,SARIMAX
133365,8.655,RandomForest,11.17,13.277,МЛ,RandomForest
133367,6.351,SARIMAX,9.43,11.807,МЛ,SARIMAX
133368,7.678,SARIMAX,16.09,22.351,МЛ,SARIMAX
133370,9.089,NBEATS,13.46,13.73,МЛ,NBEATS
133371,75.348,SARIMAX,76.87,,МЛ,SARIMAX
133372,5.861,SARIMAX,8.85,9.401,МЛ,SARIMAX
133376,5.733,TTM,9.82,10.288,МЛ,TTM
133377,10.531,SARIMAX,13.31,15.403,МЛ,SARIMAX
133378,8.802,SARIMAX,15.14,13.246,МЛ,SARIMAX
133379,8.026,SARIMAX,11.97,9.673,МЛ,SARIMAX
133380,14.114,SARIMAX,27.27,24.116,МЛ,SARIMAX
133381,6.751,SARIMAX,10.98,,МЛ,SARIMAX
133383,9.161,SARIMAX,12.2,12.699,МЛ,SARIMAX
133386,6.132,SARIMAX,7.8,10.274,МЛ,SARIMAX
133387,62.678,SARIMAX,52.91,63.889,веса,"(0.00, 0.21, 0.79)"
133388,7.673,SARIMAX,48.43,75.456,МЛ,SARIMAX
133393,5.058,SARIMAX,8.65,11.706,МЛ,SARIMAX
133394,6.775,TTM,12.19,14.476,МЛ,TTM
133396,6.622,TTM,8.26,10.943,МЛ,TTM
133397,6.78,SARIMAX,9.07,9.333,МЛ,SARIMAX
133399,9.018,SARIMAX,14.07,16.578,МЛ,SARIMAX
133400,6.287,SARIMAX,10.12,10.484,МЛ,SARIMAX
133401,7.058,SARIMAX,13.71,14.481,МЛ,SARIMAX
133402,6.953,SARIMAX,17.29,17.722,МЛ,SARIMAX
133405,7.196,RandomForest,8.29,9.558,МЛ,RandomForest
133406,8.965,SARIMAX,14.23,26.396,МЛ,SARIMAX
133407,6.075,SARIMAX,7.92,10.868,МЛ,SARIMAX
133408,8.554,SARIMAX,10.03,,МЛ,SARIMAX
133410,11.494,RandomForest,13.25,14.414,МЛ,RandomForest
133411,7.394,TTM,10.01,10.92,МЛ,TTM
133425,6.094,SARIMAX,8.96,11.12,МЛ,SARIMAX
133426,7.13,SARIMAX,475.76,681.914,МЛ,SARIMAX
133433,6.319,SARIMAX,12.44,12.519,МЛ,SARIMAX
133434,8.532,SARIMAX,22.34,16.123,МЛ,SARIMAX
133436,13.059,SARIMAX,41.08,16.449,МЛ,SARIMAX
133437,7.577,TTM,18.55,17.307,МЛ,TTM
133438,6.016,NBEATS,11.99,9.042,МЛ,NBEATS
133439,10.075,RandomForest,13.45,25.042,МЛ,RandomForest
133440,7.81,SARIMAX,17.62,14.639,МЛ,SARIMAX
133441,8.375,SARIMAX,9.65,11.613,МЛ,SARIMAX
133442,8.468,HoltWinters,13.1,18.4,МЛ,HoltWinters
133443,6.542,NBEATS,10.42,8.894,МЛ,NBEATS
133444,6.558,SARIMAX,14.71,12.463,МЛ,SARIMAX
133447,9.348,SARIMAX,34.58,117.518,МЛ,SARIMAX
133448,6.948,SARIMAX,14.1,9.698,МЛ,SARIMAX
133449,9.113,SARIMAX,24.02,18.836,МЛ,SARIMAX
133450,9.868,SARIMAX,9.26,11.915,веса,"(0.43, 0.00, 0.57)"
133451,8.522,SARIMAX,11.34,12.218,МЛ,SARIMAX
133452,11.676,SARIMAX,17.55,13.238,МЛ,SARIMAX
133453,9.382,SARIMAX,9.83,10.666,МЛ,SARIMAX
133454,8.688,SARIMAX,13.84,12.924,МЛ,SARIMAX
133455,7.171,SARIMAX,8.0,12.602,МЛ,SARIMAX
133456,11.136,SARIMAX,16.82,13.424,МЛ,SARIMAX
133457,7.64,SARIMAX,8.95,7.974,МЛ,SARIMAX
133458,7.816,SARIMAX,8.36,7.628,старая,старая
133459,5.612,NBEATS,9.27,8.702,МЛ,NBEATS
133460,11.804,SARIMAX,12.49,10.22,старая,старая
133461,7.099,HoltWinters,10.11,9.812,МЛ,HoltWinters
133462,12.422,SARIMAX,13.21,20.965,МЛ,SARIMAX
133463,10.399,SARIMAX,75.66,44.353,МЛ,SARIMAX
133464,10.914,SARIMAX,49.44,23.589,МЛ,SARIMAX
133465,11.818,SARIMAX,13.61,11.647,старая,старая
133468,7.75,SARIMAX,14.59,11.197,МЛ,SARIMAX
133469,61.349,SARIMAX,16.61,24.227,веса,"(0.66, 0.00, 0.34)"
133470,8.246,SARIMAX,13.7,12.342,МЛ,SARIMAX
133471,7.427,RandomForest,8.52,11.108,МЛ,RandomForest
133472,8.779,SARIMAX,11.12,10.08,МЛ,SARIMAX
133473,6.945,SARIMAX,9.47,10.647,МЛ,SARIMAX
133474,7.634,SARIMAX,13.56,12.532,МЛ,SARIMAX
133475,6.992,SARIMAX,14.1,10.814,МЛ,SARIMAX
133476,8.942,SARIMAX,17.09,14.956,МЛ,SARIMAX
133477,8.523,SARIMAX,11.15,10.614,МЛ,SARIMAX
133478,11.569,SARIMAX,16.47,17.494,МЛ,SARIMAX
133479,6.87,SARIMAX,12.62,51.319,МЛ,SARIMAX
133480,7.053,NBEATS,12.32,21.086,МЛ,NBEATS
133481,6.75,SARIMAX,19.61,17.756,МЛ,SARIMAX
133482,14.294,SARIMAX,93.3,77.238,МЛ,SARIMAX
133483,6.326,SARIMAX,16.14,15.333,МЛ,SARIMAX
133484,8.023,TTM,31.75,18.369,МЛ,TTM
133485,15.333,SARIMAX,19.05,20.716,МЛ,SARIMAX
133486,8.594,SARIMAX,13.79,15.546,МЛ,SARIMAX
133487,7.286,NBEATS,8.1,40.768,МЛ,NBEATS
133488,9.053,SARIMAX,25.44,21.042,МЛ,SARIMAX
133489,7.59,RandomForest,12.41,15.072,МЛ,RandomForest
133490,7.656,HoltWinters,47.62,18.674,МЛ,HoltWinters
133492,7.729,SARIMAX,18.54,20.425,МЛ,SARIMAX
133493,37.059,SARIMAX,24.41,28.297,веса,"(0.00, 0.80, 0.20)"
133494,8.185,TTM,14.06,9.963,МЛ,TTM
133495,15.012,SARIMAX,13.32,17.447,веса,"(0.20, 0.29, 0.51)"
133496,7.645,SARIMAX,9.46,10.638,МЛ,SARIMAX
133498,8.121,TTM,10.44,11.735,МЛ,TTM
133499,6.94,RandomForest,23.42,29.552,МЛ,RandomForest
133501,100.0,SARIMAX,35.24,49.269,веса,"(0.06, 0.09, 0.85)"
133506,7.305,SARIMAX,17.83,14.075,МЛ,SARIMAX
133507,7.566,SARIMAX,10.0,10.27,МЛ,SARIMAX
133508,7.299,SARIMAX,11.05,9.257,МЛ,SARIMAX
133509,8.555,SARIMAX,29.26,22.016,МЛ,SARIMAX
133511,9.636,SARIMAX,30.09,28.346,МЛ,SARIMAX
133513,8.193,RandomForest,11.96,9.414,МЛ,RandomForest
133514,7.862,SARIMAX,17.37,15.305,МЛ,SARIMAX
133515,6.172,RandomForest,8.02,9.414,МЛ,RandomForest
133517,8.258,SARIMAX,16.99,14.079,МЛ,SARIMAX
133518,10.85,SARIMAX,18.24,21.213,МЛ,SARIMAX
133519,6.567,SARIMAX,12.1,11.515,МЛ,SARIMAX
133520,93.542,SARIMAX,56.13,124.719,веса,"(0.22, 0.00, 0.78)"
133522,8.213,SARIMAX,48.86,65.53,МЛ,SARIMAX
133523,8.934,SARIMAX,9.37,12.299,МЛ,SARIMAX
133525,5.197,SARIMAX,6.98,15.492,МЛ,SARIMAX
133526,7.969,SARIMAX,14.64,11.114,МЛ,SARIMAX
133527,4.61,SARIMAX,9.69,8.967,МЛ,SARIMAX
133528,7.445,SARIMAX,12.34,11.123,МЛ,SARIMAX
133529,5.72,NBEATS,11.06,9.576,МЛ,NBEATS
133530,7.275,SARIMAX,8.94,7.775,МЛ,SARIMAX
133531,6.33,RandomForest,9.04,18.981,МЛ,RandomForest
133533,10.548,SARIMAX,17.39,14.207,МЛ,SARIMAX
133534,7.503,SARIMAX,10.63,9.817,МЛ,SARIMAX
133535,7.733,SARIMAX,19.02,35.948,МЛ,SARIMAX
133536,7.286,SARIMAX,318.99,50.131,МЛ,SARIMAX
133539,8.052,SARIMAX,22.83,18.986,МЛ,SARIMAX
133540,11.744,SARIMAX,16.01,13.741,МЛ,SARIMAX
133541,9.095,SARIMAX,11.3,10.773,МЛ,SARIMAX
133542,7.26,SARIMAX,21.3,23.001,МЛ,SARIMAX
133543,8.079,SARIMAX,18.7,24.318,МЛ,SARIMAX
133544,6.499,SARIMAX,8.49,10.026,МЛ,SARIMAX
133545,8.322,SARIMAX,9.71,11.965,МЛ,SARIMAX
133546,5.841,SARIMAX,8.63,10.139,МЛ,SARIMAX
133547,7.876,RandomForest,12.19,13.019,МЛ,RandomForest
133548,10.226,SARIMAX,10.54,17.26,МЛ,SARIMAX
133549,9.191,RandomForest,173.71,292.229,МЛ,RandomForest
133550,6.63,SARIMAX,9.86,36.831,МЛ,SARIMAX
133553,6.179,SARIMAX,10.07,15.605,МЛ,SARIMAX
133554,13.482,RandomForest,15.43,15.295,МЛ,RandomForest
133556,8.105,RandomForest,10.81,9.529,МЛ,RandomForest
133557,5.794,NBEATS,13.62,13.172,МЛ,NBEATS
133558,7.533,SARIMAX,15.46,13.192,МЛ,SARIMAX
133559,6.537,SARIMAX,10.08,,МЛ,SARIMAX
133561,7.44,SARIMAX,8.98,9.535,МЛ,SARIMAX
133564,6.516,SARIMAX,8.61,10.951,МЛ,SARIMAX
133565,8.28,SARIMAX,14.71,11.251,МЛ,SARIMAX
133566,14.686,SARIMAX,18.11,,МЛ,SARIMAX
133567,4.026,SARIMAX,12.41,12.179,МЛ,SARIMAX
133568,6.776,SARIMAX,9.28,10.465,МЛ,SARIMAX
133569,7.736,SARIMAX,8.79,8.012,МЛ,SARIMAX
133570,10.06,RandomForest,10.41,9.515,старая,старая
133571,5.557,SARIMAX,9.52,11.881,МЛ,SARIMAX
133572,7.067,SARIMAX,29.22,37.903,МЛ,SARIMAX
133573,6.745,NBEATS,12.14,11.341,МЛ,NBEATS
133574,8.31,SARIMAX,14.4,11.453,МЛ,SARIMAX
133575,6.092,SARIMAX,11.0,11.516,МЛ,SARIMAX
133577,3.857,SARIMAX,10.6,12.78,МЛ,SARIMAX
133582,12.64,SARIMAX,16.2,16.758,МЛ,SARIMAX
133583,8.484,SARIMAX,26.14,26.864,МЛ,SARIMAX
133584,6.323,SARIMAX,12.54,12.361,МЛ,SARIMAX
133589,6.579,SARIMAX,12.96,7.732,МЛ,SARIMAX
133591,8.262,SARIMAX,13.66,10.618,МЛ,SARIMAX
133592,8.427,RandomForest,7.67,9.875,веса,"(0.09, 0.02, 0.89)"
133597,6.381,SARIMAX,7.32,7.124,МЛ,SARIMAX
133599,6.296,TTM,12.86,10.642,МЛ,TTM
133600,6.776,SARIMAX,16.1,19.688,МЛ,SARIMAX
133601,5.739,NBEATS,12.17,9.181,МЛ,NBEATS
133602,7.778,RandomForest,18.56,12.313,МЛ,RandomForest
133603,7.852,NBEATS,11.57,10.787,МЛ,NBEATS
133604,9.956,SARIMAX,20.36,14.139,МЛ,SARIMAX
133605,7.305,SARIMAX,9.75,9.751,МЛ,SARIMAX
133606,13.332,SARIMAX,13.76,16.078,МЛ,SARIMAX
133607,5.607,RandomForest,11.28,13.656,МЛ,RandomForest
133608,4.753,SARIMAX,10.46,9.951,МЛ,SARIMAX
133609,8.129,RandomForest,12.1,10.651,МЛ,RandomForest
133610,6.611,SARIMAX,12.53,11.356,МЛ,SARIMAX
133611,5.979,SARIMAX,8.89,13.837,МЛ,SARIMAX
133612,10.406,SARIMAX,18.41,17.697,МЛ,SARIMAX
133613,6.574,SARIMAX,14.17,11.95,МЛ,SARIMAX
133614,4.72,SARIMAX,6.82,8.079,МЛ,SARIMAX
